chr	tracking_id	class_code	nearest_ref_id	gene_id	gene_short_name	tss_id	locus	length	coverage	FPKM	FPKM_conf_lo	FPKM_conf_hi	FPKM_status	FPKM_2	FPKM_ave	log2(FPKM_ave)
X	Psf3	-	-	Psf3	Psf3	TSS11378	X:10277648-10279167	-	-	40,59	36,47	44,72	OK	36,19	38,39	5,26
3R	CG10903	-	-	CG10903	CG10903	TSS17282	3R:3856550-3857867	-	-	37,22	32,27	42,18	OK	39,52	38,37	5,26
3L	ecd	-	-	ecd	ecd	TSS11494	3L:2263580-2265811	-	-	39,62	36,18	43,05	OK	37,12	38,37	5,26
3R	CG5590	-	-	CG5590	CG5590	TSS14578	3R:23503296-23504738	-	-	35,36	31,61	39,10	OK	41,37	38,37	5,26
2L	snRNP70K	-	-	snRNP70K	snRNP70K	TSS889	2L:6969824-6971736	-	-	35,69	32,62	38,76	OK	41,02	38,35	5,26
X	rictor	-	-	rictor	rictor	TSS12573	X:19146143-19155259	-	-	40,27	38,44	42,11	OK	36,42	38,35	5,26
X	PPP4R2r	-	-	PPP4R2r	PPP4R2r	TSS15027,TSS5091	X:10372865-10375977	-	-	38,87	35,88	41,86	OK	37,81	38,34	5,26
2L	rtGEF	-	-	rtGEF	rtGEF	TSS10767,TSS11271,TSS2555,TSS5812	2L:20350435-20365254	-	-	38,57	35,85	41,30	OK	38,06	38,32	5,26
X	CG17841	-	-	CG17841	CG17841	TSS10747	X:10262083-10277264	-	-	35,19	32,07	38,30	OK	41,44	38,31	5,26
3R	Ho	-	-	Ho	Ho	TSS7287	3R:7505480-7506698	-	-	39,96	34,95	44,97	OK	36,63	38,30	5,26
2L	CG4164	-	-	CG4164	CG4164	TSS9762	2L:453110-454654	-	-	40,41	36,67	44,15	OK	36,18	38,30	5,26
2L	pkaap	-	-	pkaap	pkaap	TSS8919	2L:16288291-16291197	-	-	40,20	37,13	43,27	OK	36,38	38,29	5,26
2R	CG8405	-	-	CG8405	CG8405	TSS13771	2R:11935176-11946972	-	-	39,27	36,87	41,67	OK	37,30	38,28	5,26
2R	CG30020	-	-	CG30020	CG30020	TSS15781	2R:6774319-6780696	-	-	43,82	40,93	46,71	OK	32,74	38,28	5,26
2R	MED9	-	-	MED9	MED9	TSS1259,TSS1262	2R:14054781-14055885	-	-	35,56	30,09	41,03	OK	40,99	38,27	5,26
X	CG32601	-	-	CG32601	CG32601	TSS18026	X:14272838-14273859	-	-	36,88	31,97	41,80	OK	39,63	38,26	5,26
X	AP-1gamma	-	-	AP-1gamma	AP-1gamma	TSS1882,TSS248,TSS6794	X:9002725-9011773	-	-	39,29	36,96	41,61	OK	37,19	38,24	5,26
3R	CG11875	-	-	CG11875	CG11875	TSS2235	3R:21073599-21074828	-	-	37,43	32,89	41,98	OK	39,04	38,24	5,26
3R	Trc8	-	-	Trc8	Trc8	TSS13233,TSS6594	3R:25324561-25329519	-	-	37,36	34,82	39,90	OK	39,10	38,23	5,26
2L	CG4598	-	-	CG4598	CG4598	TSS10322	2L:9918635-9919901	-	-	36,86	31,75	41,96	OK	39,58	38,22	5,26
2R	CG8494	-	-	CG8494	CG8494	TSS17039	2R:10127441-10131167	-	-	37,78	35,41	40,16	OK	38,59	38,19	5,26
3L	CG11347	-	-	CG11347	CG11347	TSS10171,TSS1375,TSS16680,TSS16953,TSS9417,TSS9850	3L:4406947-4420266	-	-	31,80	28,86	34,75	OK	44,57	38,18	5,25
3L	mRpL2	-	-	mRpL2	mRpL2	TSS17574	3L:11113958-11115141	-	-	37,09	32,12	42,06	OK	39,25	38,17	5,25
X	DIP1	-	-	DIP1	DIP1	TSS8719	X:21495822-21501185	-	-	69,67	66,11	73,23	OK	6,64	38,16	5,25
2L	twe	-	-	twe	twe	TSS2016	2L:16259415-16261875	-	-	37,77	34,44	41,10	OK	38,54	38,15	5,25
3R	CG7054	-	-	CG7054	CG7054	TSS15163	3R:18290634-18291660	-	-	36,12	31,08	41,16	OK	40,15	38,13	5,25
3L	CG42481	-	-	CG42481	CG42481	TSS13313	3L:13291894-13292122	-	-	35,43	16,49	54,37	OK	40,79	38,11	5,25
3R	Prat	-	-	Prat	Prat	TSS457	3R:3735309-3737501	-	-	40,47	36,88	44,07	OK	35,72	38,10	5,25
3L	RecQ4	-	-	RecQ4	RecQ4	TSS5350	3L:8163918-8168998	-	-	39,38	37,36	41,39	OK	36,79	38,08	5,25
X	Ubc-E2H	-	-	Ubc-E2H	Ubc-E2H	TSS1049,TSS16582,TSS17176	X:7982034-7988097	-	-	37,52	34,32	40,72	OK	38,63	38,08	5,25
2L	snoRNA:Psi18S-525j	-	-	snoRNA:Psi18S-525j	snoRNA:Psi18S-525j	TSS13737	2L:20421927-20422063	-	-	0,00	0,00	0,00	OK	76,06	38,03	5,25
2L	Myo31DF	-	-	Myo31DF	Myo31DF	TSS12389	2L:10491681-10506778	-	-	36,94	34,34	39,54	OK	39,11	38,02	5,25
2L	CG31777	-	-	CG31777	CG31777	TSS14028	2L:3706542-3707060	-	-	30,71	21,27	40,14	OK	45,34	38,02	5,25
2R	CG10153	-	-	CG10153	CG10153	TSS14824	2R:10644565-10645334	-	-	34,56	28,54	40,58	OK	41,47	38,02	5,25
X	CG12096	-	-	CG12096	CG12096	TSS5364	X:13053738-13055732	-	-	36,39	32,83	39,95	OK	39,63	38,01	5,25
3L	APP-BP1	-	-	APP-BP1	APP-BP1	TSS12137	3L:11091511-11093678	-	-	37,24	33,55	40,93	OK	38,75	38,00	5,25
2L	CG7382	-	-	CG7382	CG7382	TSS17509	2L:5518892-5519889	-	-	39,15	33,72	44,58	OK	36,84	38,00	5,25
3L	CG8605	-	-	CG8605	CG8605	TSS12793	3L:7316728-7319358	-	-	38,52	35,52	41,52	OK	37,46	37,99	5,25
3L	CG13807	-	-	CG13807	CG13807	TSS18003	3L:2262918-2263615	-	-	40,86	35,24	46,48	OK	35,06	37,96	5,25
3L	mRpL15	-	-	mRpL15	mRpL15	TSS3746	3L:20428204-20429271	-	-	37,06	32,15	41,97	OK	38,82	37,94	5,25
2R	CG33138	-	-	CG33138	CG33138	TSS8432	2R:9058905-9062305	-	-	35,75	32,76	38,74	OK	40,10	37,93	5,25
3R	CG10513	-	-	CG10513	CG10513	TSS1128	3R:21101510-21102934	-	-	5,17	3,61	6,72	OK	70,66	37,91	5,24
2L	CG7239	-	-	CG7239	CG7239	TSS11488	2L:5802254-5804030	-	-	40,38	36,96	43,80	OK	35,39	37,89	5,24
X	Pgd	-	-	Pgd	Pgd	TSS2595	X:2039168-2042599	-	-	35,85	32,17	39,53	OK	39,85	37,85	5,24
2R	CG6197	-	-	CG6197	CG6197	TSS12216	2R:9481153-9484068	-	-	39,07	36,39	41,76	OK	36,62	37,84	5,24
3L	CG32251	-	-	CG32251	CG32251	TSS15564	3L:4313634-4318473	-	-	37,81	36,07	39,55	OK	37,87	37,84	5,24
3L	CG10585	-	-	CG10585	CG10585	TSS12285	3L:21020994-21023241	-	-	38,03	34,78	41,29	OK	37,65	37,84	5,24
3R	CG13850	-	-	CG13850	CG13850	TSS2705	3R:18234284-18236637	-	-	37,04	33,33	40,76	OK	38,61	37,83	5,24
2R	Kdm4A	-	-	Kdm4A	Kdm4A	TSS13574	2R:3810273-3812488	-	-	38,33	35,06	41,61	OK	37,30	37,82	5,24
X	Pp2B-14D	-	-	Pp2B-14D	Pp2B-14D	TSS666	X:16450796-16454052	-	-	38,65	36,37	40,93	OK	36,96	37,80	5,24
X	CG14619	-	-	CG14619	CG14619	TSS1170,TSS12580,TSS15810,TSS17172,TSS6417	X:21857638-21870327	-	-	39,54	36,75	42,32	OK	36,01	37,77	5,24
3R	jigr1	-	-	jigr1	jigr1	TSS10049,TSS13338,TSS7478	3R:21463548-21475972	-	-	39,41	35,65	43,18	OK	36,13	37,77	5,24
3R	Sce	-	-	Sce	Sce	TSS15969	3R:23506125-23507746	-	-	37,79	34,24	41,35	OK	37,71	37,75	5,24
X	CG9053	-	-	CG9053	CG9053	TSS15400,TSS8920	X:14959474-14960419	-	-	37,36	31,87	42,84	OK	38,14	37,75	5,24
2R	dgt3	-	-	dgt3	dgt3	TSS17702	2R:16879780-16881841	-	-	38,32	34,81	41,83	OK	37,12	37,72	5,24
3R	MAGE	-	-	MAGE	MAGE	TSS2882	3R:2979959-2980898	-	-	35,24	30,16	40,32	OK	40,18	37,71	5,24
3L	CG5284	-	-	CG5284	CG5284	TSS6398,TSS6399	3L:16083553-16088954	-	-	36,91	34,13	39,68	OK	38,48	37,69	5,24
3R	rpk	-	-	rpk	rpk	TSS891	3R:471652-474606	-	-	35,74	32,82	38,67	OK	39,60	37,67	5,24
3L	CG14103	-	-	CG14103	CG14103	TSS12911	3L:19797022-19798169	-	-	38,98	34,34	43,62	OK	36,35	37,66	5,24
2L	Sos	-	-	Sos	Sos	TSS17533	2L:13813827-13819826	-	-	39,43	37,58	41,28	OK	35,81	37,62	5,23
3R	CG17271	-	-	CG17271	CG17271	TSS1618,TSS8312	3R:16644848-16647587	-	-	37,00	33,04	40,96	OK	38,22	37,61	5,23
2L	CG3558	-	-	CG3558	CG3558	TSS15052	2L:2992963-2998614	-	-	38,22	35,40	41,04	OK	37,00	37,61	5,23
3R	CG6608	-	-	CG6608	CG6608	TSS2848,TSS8560	3R:6705293-6707909	-	-	36,12	32,84	39,39	OK	39,10	37,61	5,23
X	Actr13E	-	-	Actr13E	Actr13E	TSS4967	X:15629805-15631109	-	-	40,70	36,21	45,18	OK	34,50	37,60	5,23
X	CG4928	-	-	CG4928	CG4928	TSS15876,TSS9291	X:16807230-16831444	-	-	20,13	18,08	22,18	OK	55,03	37,58	5,23
3R	mRpL40	-	-	mRpL40	mRpL40	TSS3116	3R:7233644-7234478	-	-	37,59	31,77	43,42	OK	37,54	37,57	5,23
2L	CG11555	-	-	CG11555	CG11555	TSS4528	2L:273954-274766	-	-	38,24	32,64	43,83	OK	36,86	37,55	5,23
2R	CG1968	-	-	CG1968	CG1968	TSS6407	2R:5174340-5176531	-	-	37,12	33,44	40,81	OK	37,96	37,54	5,23
2L	Pten	-	-	Pten	Pten	TSS5822,TSS7554,TSS9321	2L:10256318-10261017	-	-	37,69	34,44	40,95	OK	37,29	37,49	5,23
2L	l(2)37Bb	-	-	l(2)37Bb	l(2)37Bb	TSS13790	2L:19049842-19051606	-	-	36,69	32,80	40,58	OK	38,28	37,48	5,23
3L	CG5151	-	-	CG5151	CG5151	TSS10824,TSS14249	3L:16132599-16142113	-	-	37,91	34,95	40,88	OK	37,01	37,46	5,23
X	CG2701	-	-	CG2701	CG2701	TSS11587	X:2611672-2614358	-	-	37,80	34,58	41,02	OK	37,07	37,43	5,23
3L	nxf2	-	-	nxf2	nxf2	TSS17033,TSS183	3L:16569958-16573387	-	-	39,15	36,08	42,21	OK	35,70	37,42	5,23
2R	CG30409	-	-	CG30409	CG30409	TSS5400	2R:19241997-19242755	-	-	36,00	29,63	42,37	OK	38,84	37,42	5,23
2L	elfless	-	-	elfless	elfless	TSS13943	2L:18009642-18011475	-	-	37,93	34,11	41,76	OK	36,87	37,40	5,22
3L	CG7650	-	-	CG7650	CG7650	TSS7552	3L:15601806-15603488	-	-	39,05	35,02	43,09	OK	35,73	37,39	5,22
3L	Gap69C	-	-	Gap69C	Gap69C	TSS15391	3L:12408125-12410803	-	-	38,88	35,82	41,94	OK	35,84	37,36	5,22
2R	S2P	-	-	S2P	S2P	TSS9506	2R:7729607-7731743	-	-	42,66	38,58	46,73	OK	32,06	37,36	5,22
2L	CG16833	-	-	CG16833	CG16833	TSS11623	2L:10989304-10997700	-	-	36,35	33,75	38,94	OK	38,33	37,34	5,22
3L	CG11307	-	-	CG11307	CG11307	TSS17534,TSS711	3L:21610737-21612973	-	-	39,81	35,32	44,30	OK	34,86	37,34	5,22
2R	gammaSnap	-	-	gammaSnap	gammaSnap	TSS2331	2R:19934667-19936412	-	-	33,77	29,40	38,13	OK	40,89	37,33	5,22
3L	CG13901	-	-	CG13901	CG13901	TSS4523	3L:836666-837514	-	-	35,18	30,55	39,82	OK	39,47	37,33	5,22
3L	CG7638	-	-	CG7638	CG7638	TSS9025	3L:11102761-11105217	-	-	37,14	33,40	40,88	OK	37,51	37,33	5,22
3R	CG9797	-	-	CG9797	CG9797	TSS14809	3R:4555511-4557416	-	-	36,32	32,73	39,90	OK	38,33	37,32	5,22
3L	Atox1	-	-	Atox1	Atox1	TSS4634	3L:21634141-21635699	-	-	36,97	31,69	42,25	OK	37,66	37,31	5,22
2R	Fen1	-	-	Fen1	Fen1	TSS17431	2R:12741481-12742843	-	-	37,39	33,10	41,69	OK	37,15	37,27	5,22
2R	cos	-	-	cos	cos	TSS840	2R:3269668-3274617	-	-	39,26	37,27	41,24	OK	35,26	37,26	5,22
3R	su(Hw)	-	-	su(Hw)	su(Hw)	TSS12047,TSS3572	3R:10130176-10134309	-	-	39,07	36,36	41,77	OK	35,39	37,23	5,22
3R	CG4849	-	-	CG4849	CG4849	TSS16372	3R:23789137-23792680	-	-	38,72	36,15	41,29	OK	35,67	37,19	5,22
3L	CG5989	-	-	CG5989	CG5989	TSS1133	3L:8595510-8597245	-	-	39,56	35,58	43,53	OK	34,82	37,19	5,22
3R	CG3678	-	-	CG3678	CG3678	TSS3389	3R:12816183-12817589	-	-	38,10	33,44	42,75	OK	36,28	37,19	5,22
3R	CG3353	-	-	CG3353	CG3353	TSS13036	3R:17042987-17044511	-	-	35,26	31,34	39,19	OK	39,06	37,16	5,22
3R	CG3223	-	-	CG3223	CG3223	TSS4647	3R:3835092-3836740	-	-	35,82	31,88	39,76	OK	38,47	37,14	5,22
X	CG11190	-	-	CG11190	CG11190	TSS3690	X:8298569-8301319	-	-	38,54	35,55	41,53	OK	35,75	37,14	5,22
X	CG3415	-	-	CG3415	CG3415	TSS4726	X:16165006-16167858	-	-	35,78	32,69	38,87	OK	38,50	37,14	5,22
3R	CG42557	-	-	CG42557	CG42557	TSS7164	3R:25759033-25760309	-	-	37,56	32,84	42,28	OK	36,71	37,14	5,21
3L	CG12734	-	-	CG12734	CG12734	TSS3372	3L:3178933-3185287	-	-	38,22	35,96	40,47	OK	36,06	37,14	5,21
2L	CG34126	-	-	CG34126	CG34126	TSS8830	2L:4981645-4992436	-	-	37,15	35,16	39,15	OK	37,10	37,13	5,21
3R	CG31224	-	-	CG31224	CG31224	TSS2830	3R:14475842-14484963	-	-	40,38	37,98	42,79	OK	33,87	37,13	5,21
X	UBL3	-	-	UBL3	UBL3	TSS12144,TSS3460	X:15743960-15747198	-	-	35,50	31,85	39,16	OK	38,73	37,12	5,21
2L	CG7778	-	-	CG7778	CG7778	TSS16708	2L:8346620-8350197	-	-	30,20	26,50	33,91	OK	44,03	37,12	5,21
3L	CG3529	-	-	CG3529	CG3529	TSS13163	3L:9439974-9443886	-	-	35,88	32,39	39,36	OK	38,34	37,11	5,21
2L	CG14043	-	-	CG14043	CG14043	TSS2222	2L:4971703-4973687	-	-	38,93	35,71	42,14	OK	35,27	37,10	5,21
2L	ik2	-	-	ik2	ik2	TSS10544	2L:20676233-20679308	-	-	37,06	33,96	40,15	OK	37,11	37,09	5,21
3R	CG17565	-	-	CG17565	CG17565	TSS3608	3R:12258702-12260462	-	-	33,85	30,46	37,23	OK	40,29	37,07	5,21
X	CG3033	-	-	CG3033	CG3033	TSS3979	X:5764873-5767397	-	-	36,70	33,51	39,89	OK	37,43	37,07	5,21
X	CG15882	-	-	CG15882	CG15882	TSS16589	X:19017784-19018421	-	-	34,94	28,95	40,93	OK	39,19	37,06	5,21
2R	CG11125	-	-	CG11125	CG11125	TSS10960	2R:3334983-3336915	-	-	40,17	36,11	44,23	OK	33,92	37,05	5,21
3L	CG6480	-	-	CG6480	CG6480	TSS15137	3L:20288897-20290035	-	-	33,17	28,61	37,74	OK	40,89	37,03	5,21
3R	CG5793	-	-	CG5793	CG5793	TSS12351	3R:16953445-16954630	-	-	34,02	28,55	39,48	OK	40,04	37,03	5,21
X	CG3071	-	-	CG3071	CG3071	TSS5126	X:2156872-2158858	-	-	36,84	33,51	40,17	OK	37,18	37,01	5,21
2L	CG31688	-	-	CG31688	CG31688	TSS10986	2L:20429026-20443945	-	-	37,19	34,35	40,03	OK	36,80	36,99	5,21
3R	CG10981	-	-	CG10981	CG10981	TSS8226	3R:1650326-1652298	-	-	37,63	33,46	41,79	OK	36,32	36,97	5,21
3R	CG11837	-	-	CG11837	CG11837	TSS5591	3R:24875232-24876443	-	-	32,07	27,63	36,52	OK	41,85	36,96	5,21
3L	Ect4	-	-	Ect4	Ect4	TSS11459,TSS17325,TSS2612,TSS6523	3L:8067546-8101938	-	-	35,18	33,13	37,22	OK	38,70	36,94	5,21
3R	Lnk	-	-	Lnk	Lnk	TSS16486,TSS6316,TSS6777	3R:21714264-21718999	-	-	38,88	36,19	41,56	OK	34,96	36,92	5,21
X	CG14613	-	-	CG14613	CG14613	TSS3309	X:21872094-21873849	-	-	37,78	33,95	41,61	OK	35,98	36,88	5,20
3R	CG12753	-	-	CG12753	CG12753	TSS545	3R:12262601-12267382	-	-	36,79	34,06	39,51	OK	36,95	36,87	5,20
2R	CG10069	-	-	CG10069	CG10069	TSS10672,TSS13192,TSS9024	2R:17169804-17173174	-	-	38,17	34,23	42,10	OK	35,57	36,87	5,20
2R	O-fut1	-	-	O-fut1	O-fut1	TSS8940	2R:10048939-10050326	-	-	39,75	35,32	44,17	OK	33,99	36,87	5,20
3R	Rel	-	-	Rel	Rel	TSS10269,TSS12830,TSS16073,TSS7119	3R:4869899-4873699	-	-	37,60	34,89	40,32	OK	36,10	36,85	5,20
X	CG4949	-	-	CG4949	CG4949	TSS14810,TSS8655	X:16972893-16974944	-	-	38,09	34,26	41,92	OK	35,62	36,85	5,20
2R	uri	-	-	uri	uri	TSS7306	2R:20453081-20455605	-	-	38,35	35,22	41,49	OK	35,35	36,85	5,20
3L	Krn	-	-	Krn	Krn	TSS15836	3L:17642663-17647376	-	-	35,83	31,13	40,54	OK	37,85	36,84	5,20
2L	CG7818	-	-	CG7818	CG7818	TSS15393	2L:8308439-8309963	-	-	37,17	32,94	41,40	OK	36,49	36,83	5,20
3R	asp	-	-	asp	asp	TSS5561	3R:20579624-20586235	-	-	37,55	35,71	39,40	OK	36,08	36,81	5,20
3R	CG5815	-	-	CG5815	CG5815	TSS14535	3R:22938292-22940862	-	-	38,05	34,85	41,24	OK	35,58	36,81	5,20
2R	fus	-	-	fus	fus	TSS10351,TSS13761,TSS3547	2R:11544822-11564198	-	-	32,95	30,52	35,39	OK	40,67	36,81	5,20
2L	CG31957	-	-	CG31957	CG31957	TSS7035	2L:3871479-3872458	-	-	31,88	26,62	37,14	OK	41,70	36,79	5,20
2L	CG3652	-	-	CG3652	CG3652	TSS17538	2L:4392769-4393814	-	-	36,99	30,74	43,24	OK	36,58	36,79	5,20
3L	CG5161	-	-	CG5161	CG5161	TSS13969	3L:16124091-16124703	-	-	34,84	27,92	41,76	OK	38,71	36,78	5,20
3L	ago	-	-	ago	ago	TSS1374,TSS5783,TSS9733	3L:4246325-4254309	-	-	37,13	34,70	39,56	OK	36,40	36,76	5,20
2L	CG5439	-	-	CG5439	CG5439	TSS14619	2L:13177171-13178978	-	-	37,58	34,16	40,99	OK	35,93	36,75	5,20
3R	CG13601	-	-	CG13601	CG13601	TSS5382	3R:19752093-19753354	-	-	34,12	29,60	38,64	OK	39,37	36,75	5,20
2L	pgant5	-	-	pgant5	pgant5	TSS16402	2L:5072155-5093590	-	-	36,29	33,67	38,91	OK	37,20	36,74	5,20
2R	yki	-	-	yki	yki	TSS8617	2R:19953497-19956008	-	-	36,82	32,77	40,88	OK	36,64	36,73	5,20
X	l(1)1Bi	-	-	l(1)1Bi	l(1)1Bi	TSS5569	X:523815-527666	-	-	40,06	37,14	42,99	OK	33,39	36,73	5,20
2L	S	-	-	S	S	TSS507	2L:1050876-1077811	-	-	38,20	35,48	40,92	OK	35,20	36,70	5,20
3L	pall	-	-	pall	pall	TSS12219	3L:9479547-9480867	-	-	38,61	33,72	43,50	OK	34,75	36,68	5,20
2L	CG9526	-	-	CG9526	CG9526	TSS14507,TSS3576	2L:6456105-6459008	-	-	38,47	34,64	42,31	OK	34,87	36,67	5,20
2L	CG8668	-	-	CG8668	CG8668	TSS13772	2L:8127023-8133989	-	-	35,06	32,61	37,50	OK	38,28	36,67	5,20
X	Lim1	-	-	Lim1	Lim1	TSS9514	X:8651267-8699808	-	-	33,87	31,46	36,27	OK	39,40	36,63	5,19
3L	CG7564	-	-	CG7564	CG7564	TSS7237	3L:17507398-17508984	-	-	37,44	34,13	40,76	OK	35,80	36,62	5,19
2R	Orc1	-	-	Orc1	Orc1	TSS15756	2R:3409939-3413213	-	-	36,45	33,55	39,34	OK	36,77	36,61	5,19
3L	CG16940	-	-	CG16940	CG16940	TSS12677,TSS15785	3L:212274-216479	-	-	37,52	34,80	40,24	OK	35,69	36,61	5,19
2R	mRpL54	-	-	mRpL54	mRpL54	TSS16555	2R:16948283-16949092	-	-	37,39	31,54	43,24	OK	35,76	36,57	5,19
3R	Cpsf100	-	-	Cpsf100	Cpsf100	TSS12431,TSS17507	3R:24860324-24862784	-	-	37,40	34,29	40,52	OK	35,72	36,56	5,19
2L	msl-1	-	-	msl-1	msl-1	TSS4587	2L:18683719-18688796	-	-	36,39	34,50	38,28	OK	36,68	36,53	5,19
3R	Art4	-	-	Art4	Art4	TSS11051	3R:5808907-5811777	-	-	36,86	34,05	39,67	OK	36,12	36,49	5,19
3R	Tango9	-	-	Tango9	Tango9	TSS13665	3R:7798807-7800587	-	-	32,90	28,68	37,12	OK	40,08	36,49	5,19
3L	simj	-	-	simj	simj	TSS7071	3L:10657842-10682480	-	-	37,43	34,68	40,17	OK	35,48	36,45	5,19
X	CG15771	-	-	CG15771	CG15771	TSS10069,TSS8270	X:5649670-5653784	-	-	38,86	35,56	42,17	OK	34,01	36,44	5,19
2R	aPKC	-	-	aPKC	aPKC	TSS14414,TSS4068,TSS4768,TSS5109	2R:10831959-10850451	-	-	37,26	34,13	40,38	OK	35,58	36,42	5,19
3R	CG10221	-	-	CG10221	CG10221	TSS8426	3R:19580342-19583860	-	-	35,98	33,08	38,87	OK	36,85	36,41	5,19
3L	CG14104	-	-	CG14104	CG14104	TSS6449	3L:19799910-19800296	-	-	35,46	25,65	45,27	OK	37,32	36,39	5,19
2R	CG2811	-	-	CG2811	CG2811	TSS7612	2R:20827228-20827993	-	-	33,95	28,57	39,32	OK	38,81	36,38	5,19
X	MAPk-Ak2	-	-	MAPk-Ak2	MAPk-Ak2	TSS12797,TSS6611,TSS9703	X:5653940-5658231	-	-	35,93	32,51	39,36	OK	36,80	36,37	5,18
2R	mars	-	-	mars	mars	TSS136,TSS1759	2R:9390079-9393516	-	-	36,14	33,36	38,92	OK	36,56	36,35	5,18
X	CG32756	-	-	CG32756	CG32756	TSS2631	X:5839714-5841884	-	-	35,45	31,85	39,04	OK	37,21	36,33	5,18
X	CG42300	-	-	CG42300	CG42300	TSS10005	X:15449395-15450044	-	-	35,40	28,97	41,82	OK	37,25	36,32	5,18
3R	Acph-1	-	-	Acph-1	Acph-1	TSS5781,TSS9665	3R:25816860-25819130	-	-	37,18	33,33	41,04	OK	35,45	36,32	5,18
X	CG8188	-	-	CG8188	CG8188	TSS765	X:17593804-17596994	-	-	38,35	35,38	41,32	OK	34,22	36,29	5,18
3L	fwd	-	-	fwd	fwd	TSS15133,TSS17356	3L:306206-319880	-	-	36,59	34,45	38,73	OK	35,97	36,28	5,18
X	Rtc1	-	-	Rtc1	Rtc1	TSS17178	X:13651209-13652631	-	-	35,74	31,51	39,97	OK	36,81	36,27	5,18
X	CG12788	-	-	CG12788	CG12788	TSS2389	X:19510695-19512562	-	-	36,51	29,16	43,87	OK	36,01	36,26	5,18
2R	fidipidine	-	-	fidipidine	fidipidine	TSS14734	2R:12149788-12152126	-	-	36,63	33,65	39,62	OK	35,84	36,24	5,18
3L	CG3408	-	-	CG3408	CG3408	TSS12539	3L:9499917-9502680	-	-	37,45	34,10	40,81	OK	34,99	36,22	5,18
3L	Ilk	-	-	Ilk	Ilk	TSS16021	3L:21209993-21212347	-	-	33,75	30,65	36,86	OK	38,69	36,22	5,18
3L	rogdi	-	-	rogdi	rogdi	TSS12568,TSS3069	3L:17042615-17048556	-	-	37,12	33,42	40,83	OK	35,32	36,22	5,18
X	Top3beta	-	-	Top3beta	Top3beta	TSS11706	X:6178170-6181997	-	-	37,54	35,01	40,06	OK	34,88	36,21	5,18
2L	sec71	-	-	sec71	sec71	TSS12073,TSS3491	2L:13793546-13799681	-	-	35,87	33,48	38,26	OK	36,53	36,20	5,18
X	CG17776	-	-	CG17776	CG17776	TSS4717	X:2078972-2079295	-	-	33,13	21,23	45,04	OK	39,25	36,19	5,18
X	CG2972	-	-	CG2972	CG2972	TSS3667	X:9977202-9979083	-	-	34,93	31,55	38,30	OK	37,43	36,18	5,18
X	jog	-	-	jog	jog	TSS11605,TSS13833,TSS17909,TSS3336	X:19725639-19746084	-	-	37,30	35,04	39,57	OK	35,05	36,18	5,18
X	l(1)G0193	-	-	l(1)G0193	l(1)G0193	TSS201,TSS4861	X:7835509-7841039	-	-	37,15	34,12	40,19	OK	35,16	36,15	5,18
2R	CG14764	-	-	CG14764	CG14764	TSS13113	2R:3829544-3843377	-	-	33,18	30,55	35,82	OK	39,12	36,15	5,18
3R	CG11880	-	-	CG11880	CG11880	TSS10754,TSS1358	3R:24949103-24953972	-	-	36,74	33,90	39,59	OK	35,51	36,12	5,17
2R	gcl	-	-	gcl	gcl	TSS2341	2R:4611764-4616509	-	-	37,69	34,26	41,11	OK	34,55	36,12	5,17
3L	Gl	-	-	Gl	Gl	TSS1789	3L:13922488-13927756	-	-	34,63	32,69	36,57	OK	37,59	36,11	5,17
3R	CG31472	-	-	CG31472	CG31472	TSS10564,TSS15046	3R:3636284-3637634	-	-	34,20	29,86	38,54	OK	37,98	36,09	5,17
3R	CG3817	-	-	CG3817	CG3817	TSS4299	3R:10724434-10725339	-	-	32,05	27,66	36,45	OK	40,12	36,09	5,17
2R	Cyp6a8	-	-	Cyp6a8	Cyp6a8	TSS11351	2R:10774675-10776514	-	-	9,70	7,86	11,54	OK	62,44	36,07	5,17
2R	CG1418	-	-	CG1418	CG1418	TSS11472	2R:5851341-5852567	-	-	35,81	30,87	40,75	OK	36,29	36,05	5,17
2L	CG9272	-	-	CG9272	CG9272	TSS17619	2L:20926447-20927815	-	-	38,04	33,93	42,15	OK	34,01	36,02	5,17
3L	Ack	-	-	Ack	Ack	TSS8938	3L:4108204-4114161	-	-	37,98	35,86	40,10	OK	34,06	36,02	5,17
X	flw	-	-	flw	flw	TSS8974	X:10279965-10302119	-	-	36,13	32,65	39,61	OK	35,86	36,00	5,17
X	CG14439	-	-	CG14439	CG14439	TSS1615	X:6641581-6649785	-	-	32,76	29,19	36,33	OK	39,21	35,98	5,17
2L	CG12795	-	-	CG12795	CG12795	TSS701	2L:3452450-3453596	-	-	32,50	27,83	37,16	OK	39,46	35,98	5,17
2R	tef	-	-	tef	tef	TSS15301	2R:12942047-12944329	-	-	34,05	30,76	37,35	OK	37,90	35,98	5,17
3R	Timp	-	-	Timp	Timp	TSS14390	3R:6029596-6038710	-	-	28,83	25,14	32,52	OK	43,12	35,97	5,17
3R	CG5745	-	-	CG5745	CG5745	TSS10898	3R:16927935-16930835	-	-	37,68	34,35	41,01	OK	34,23	35,96	5,17
3L	CG5978	-	-	CG5978	CG5978	TSS5886	3L:8615138-8616990	-	-	36,54	32,57	40,50	OK	35,33	35,93	5,17
2R	CG13567	-	-	CG13567	CG13567	TSS3680	2R:19924242-19925322	-	-	35,97	30,44	41,51	OK	35,88	35,93	5,17
