chr	tracking_id	class_code	nearest_ref_id	gene_id	gene_short_name	tss_id	locus	length	coverage	FPKM	FPKM_conf_lo	FPKM_conf_hi	FPKM_status	FPKM_2	FPKM_ave	log2(FPKM_ave)
2R	CG42561	-	-	CG42561	CG42561	TSS11228	2R:13572222-13573053	-	-	3,96	0,97	6,95	OK	2,13	3,04	1,61
2R	CG42562	-	-	CG42562	CG42562	TSS3915	2R:13573347-13573915	-	-	2,17	0,00	5,24	OK	1,02	1,59	0,67
2R	rdgBbeta	-	-	rdgBbeta	rdgBbeta	TSS7503	2R:13583280-13585866	-	-	18,16	14,46	21,87	OK	13,35	15,76	3,98
2R	Uhg1	-	-	Uhg1	Uhg1	TSS14319	2R:13586601-13590827	-	-	12,19	7,58	16,80	OK	9,28	10,73	3,42
2R	snoRNA:Me28S-G3081a	-	-	snoRNA:Me28S-G3081a	snoRNA:Me28S-G3081a	TSS3727	2R:13586712-13586781	-	-	0,00	0,00	0,00	OK	0,00	0,00	Ошибка:512
2R	snoRNA:Me28S-A3407a	-	-	snoRNA:Me28S-A3407a	snoRNA:Me28S-A3407a	TSS10674	2R:13587206-13587293	-	-	0,00	0,00	0,00	OK	0,00	0,00	Ошибка:512
2R	snoRNA:Me28S-A1666a	-	-	snoRNA:Me28S-A1666a	snoRNA:Me28S-A1666a	TSS10034	2R:13587436-13587509	-	-	0,00	0,00	0,00	OK	0,00	0,00	Ошибка:512
2R	snoRNA:U29:54Eb	-	-	snoRNA:U29:54Eb	snoRNA:U29:54Eb	TSS14015	2R:13587724-13587810	-	-	0,00	0,00	0,00	OK	0,00	0,00	Ошибка:512
2R	snoRNA:U29:54Ec	-	-	snoRNA:U29:54Ec	snoRNA:U29:54Ec	TSS17887	2R:13587976-13588064	-	-	0,00	0,00	0,00	OK	0,00	0,00	Ошибка:512
2R	snoRNA:U76:54Eb	-	-	snoRNA:U76:54Eb	snoRNA:U76:54Eb	TSS7743	2R:13588245-13588318	-	-	0,00	0,00	0,00	OK	0,00	0,00	Ошибка:512
2R	snoRNA:U29:54Ed	-	-	snoRNA:U29:54Ed	snoRNA:U29:54Ed	TSS1900	2R:13588480-13588567	-	-	0,00	0,00	0,00	OK	0,00	0,00	Ошибка:512
2R	snoRNA:U27:54Ea	-	-	snoRNA:U27:54Ea	snoRNA:U27:54Ea	TSS13896	2R:13588733-13588802	-	-	0,00	0,00	0,00	OK	0,00	0,00	Ошибка:512
2R	snoRNA:Me28S-G3277a	-	-	snoRNA:Me28S-G3277a	snoRNA:Me28S-G3277a	TSS6034	2R:13588951-13589028	-	-	0,00	0,00	0,00	OK	0,00	0,00	Ошибка:512
2R	snoRNA:snR38:54Eb	-	-	snoRNA:snR38:54Eb	snoRNA:snR38:54Eb	TSS5717	2R:13589193-13589269	-	-	0,00	0,00	0,00	OK	0,00	0,00	Ошибка:512
2R	snoRNA:U31:54Eb	-	-	snoRNA:U31:54Eb	snoRNA:U31:54Eb	TSS13329	2R:13589440-13589507	-	-	0,00	0,00	0,00	OK	0,00	0,00	Ошибка:512
2R	snoRNA:U31:54Ec	-	-	snoRNA:U31:54Ec	snoRNA:U31:54Ec	TSS2767	2R:13589676-13589743	-	-	0,00	0,00	0,00	OK	0,00	0,00	Ошибка:512
2R	snoRNA:U31:54Ed	-	-	snoRNA:U31:54Ed	snoRNA:U31:54Ed	TSS12799	2R:13589915-13589982	-	-	0,00	0,00	0,00	OK	0,00	0,00	Ошибка:512
2R	snoRNA:U27:54Eb	-	-	snoRNA:U27:54Eb	snoRNA:U27:54Eb	TSS4380	2R:13590141-13590213	-	-	0,00	0,00	0,00	OK	0,00	0,00	Ошибка:512
2R	snoRNA:snR38:54Ec	-	-	snoRNA:snR38:54Ec	snoRNA:snR38:54Ec	TSS14501	2R:13590377-13590454	-	-	0,00	0,00	0,00	OK	0,00	0,00	Ошибка:512
2R	snoRNA:Me18S-A28a	-	-	snoRNA:Me18S-A28a	snoRNA:Me18S-A28a	TSS5821	2R:13590606-13590673	-	-	0,00	0,00	0,00	OK	0,00	0,00	Ошибка:512
2R	CG6424	-	-	CG6424	CG6424	TSS15708,TSS219,TSS6455	2R:13590839-13606832	-	-	16,51	14,65	18,36	OK	18,72	17,61	4,14
2R	CG10934	-	-	CG10934	CG10934	TSS9546	2R:13609843-13610886	-	-	346,15	320,41	371,88	OK	351,70	348,92	8,45
2R	CG10933	-	-	CG10933	CG10933	TSS7391	2R:13610817-13612561	-	-	0,00	0,00	0,00	OK	0,00	0,00	Ошибка:512
2R	CG6410	-	-	CG6410	CG6410	TSS2428	2R:13612534-13614305	-	-	0,00	0,00	0,00	OK	0,00	0,00	Ошибка:512
2R	CG4975	-	-	CG4975	CG4975	TSS2722	2R:13614442-13616136	-	-	0,00	0,00	0,00	OK	7,94	3,97	1,99
2R	CG4984	-	-	CG4984	CG4984	TSS14148,TSS14262	2R:13614476-13620492	-	-	12,28	9,19	15,38	OK	1,37	6,83	2,77
2R	CG34195	-	-	CG34195	CG34195	TSS2430	2R:13620759-13621988	-	-	0,00	0,00	0,00	OK	0,00	0,00	Ошибка:512
2R	CG6406	-	-	CG6406	CG6406	TSS2148	2R:13621923-13624769	-	-	14,84	12,49	17,20	OK	13,29	14,07	3,81
2R	CG6401	-	-	CG6401	CG6401	TSS16916	2R:13625356-13627162	-	-	3,02	1,45	4,60	OK	2,63	2,82	1,50
2R	CG4996	-	-	CG4996	CG4996	TSS6588	2R:13627397-13631480	-	-	5,26	3,93	6,58	OK	4,45	4,85	2,28
2R	Ir54a	-	-	Ir54a	Ir54a	TSS12030	2R:13631605-13633366	-	-	0,00	0,00	0,00	OK	0,00	0,00	Ошибка:512
2R	sub	-	-	sub	sub	TSS16388	2R:13632999-13635616	-	-	56,28	50,80	61,76	OK	55,95	56,12	5,81
2R	CG10931	-	-	CG10931	CG10931	TSS5931	2R:13636439-13637644	-	-	31,06	25,37	36,76	OK	32,43	31,75	4,99
2R	CG5002	-	-	CG5002	CG5002	TSS12954	2R:13637802-13640719	-	-	8,78	6,43	11,12	OK	11,29	10,03	3,33
2R	CG6385	-	-	CG6385	CG6385	TSS2458	2R:13641051-13643923	-	-	0,32	0,00	0,63	OK	0,59	0,45	-1,14
2R	HLH54F	-	-	HLH54F	HLH54F	TSS12455	2R:13644921-13648022	-	-	1,89	0,55	3,23	OK	1,56	1,73	0,79
2R	CG5009	-	-	CG5009	CG5009	TSS14668	2R:13648437-13652065	-	-	25,82	22,52	29,11	OK	24,52	25,17	4,65
2R	CG6370	-	-	CG6370	CG6370	TSS7108	2R:13652076-13654712	-	-	53,10	47,36	58,84	OK	47,15	50,13	5,65
2R	CG14488	-	-	CG14488	CG14488	TSS9626	2R:13654669-13655263	-	-	210,77	185,09	236,45	OK	175,12	192,95	7,59
2R	CG18635	-	-	CG18635	CG18635	TSS7854	2R:13655312-13657411	-	-	4,00	2,57	5,44	OK	6,06	5,03	2,33
2R	CG6362	-	-	CG6362	CG6362	TSS2462	2R:13657909-13660057	-	-	0,00	0,00	0,00	OK	0,20	0,10	-3,32
2R	CG33981	-	-	CG33981	CG33981	TSS9034	2R:13661468-13669417	-	-	77,90	73,34	82,47	OK	85,72	81,81	6,35
2R	mir-31a	-	-	mir-31a	mir-31a	TSS1629	2R:13671355-13671378	-	-	0,00	0,00	0,00	OK	0,00	0,00	Ошибка:512
2R	aft	-	-	aft	aft	TSS2908	2R:13673641-13676072	-	-	19,21	15,94	22,48	OK	22,30	20,75	4,38
2R	UbcD10	-	-	UbcD10	UbcD10	TSS13027	2R:13675911-13676914	-	-	52,43	45,23	59,63	OK	45,05	48,74	5,61
2R	CG5033	-	-	CG5033	CG5033	TSS12297,TSS7776	2R:13677196-13679953	-	-	7,29	5,61	8,97	OK	6,71	7,00	2,81
2R	CG5036	-	-	CG5036	CG5036	TSS3996	2R:13680386-13685633	-	-	18,95	16,44	21,46	OK	20,43	19,69	4,30
2R	grh	-	-	grh	grh	TSS10561,TSS2703,TSS2846,TSS8672	2R:13690293-13729118	-	-	1,49	0,58	2,41	OK	0,44	0,97	-0,05
2R	olf186-F	-	-	olf186-F	olf186-F	TSS11009,TSS12998,TSS8555,TSS9510	2R:13730949-13748075	-	-	46,42	40,37	52,47	OK	39,72	43,07	5,43
2R	olf186-M	-	-	olf186-M	olf186-M	TSS16847	2R:13734205-13735949	-	-	1,36	0,45	2,27	OK	1,28	1,32	0,40
2R	CG30323	-	-	CG30323	CG30323	TSS10810	2R:13740845-13741766	-	-	13,28	9,02	17,54	OK	13,68	13,48	3,75
2R	CG14490	-	-	CG14490	CG14490	TSS6185	2R:13748303-13749018	-	-	0,00	0,00	0,00	OK	0,00	0,00	Ошибка:512
2R	thr	-	-	thr	thr	TSS1975	2R:13748997-13753397	-	-	14,34	12,26	16,41	OK	14,52	14,43	3,85
2R	Mapmodulin	-	-	Mapmodulin	Mapmodulin	TSS9397	2R:13753826-13759515	-	-	81,96	74,39	89,53	OK	70,81	76,38	6,26
2R	elk	-	-	elk	elk	TSS2670	2R:13761451-13813097	-	-	2,17	1,48	2,85	OK	1,77	1,97	0,98
2R	CG30325	-	-	CG30325	CG30325	TSS5658	2R:13765109-13767362	-	-	15,67	12,59	18,75	OK	16,94	16,30	4,03
2R	CG30110	-	-	CG30110	CG30110	TSS9308	2R:13767811-13769719	-	-	91,39	82,95	99,83	OK	88,38	89,88	6,49
2R	proPO-A1	-	-	proPO-A1	proPO-A1	TSS16684	2R:13774717-13777477	-	-	7,88	5,98	9,78	OK	2,81	5,34	2,42
2R	CG14492	-	-	CG14492	CG14492	TSS2419	2R:13781186-13781847	-	-	0,00	0,00	0,00	OK	0,69	0,34	-1,54
2R	CG14491	-	-	CG14491	CG14491	TSS9794	2R:13782582-13783083	-	-	0,00	0,00	0,00	OK	0,00	0,00	Ошибка:512
2R	PpY-55A	-	-	PpY-55A	PpY-55A	TSS6086	2R:13842899-13844075	-	-	88,18	77,90	98,45	OK	80,31	84,24	6,40
2R	dpr13	-	-	dpr13	dpr13	TSS2957	2R:13862621-13895370	-	-	0,24	0,00	0,52	OK	0,00	0,12	-3,05
2R	CG5084	-	-	CG5084	CG5084	TSS13961	2R:13906170-13907297	-	-	1,29	0,00	2,78	OK	0,00	0,64	-0,63
2R	CG10910	-	-	CG10910	CG10910	TSS14487	2R:13907753-13909911	-	-	0,20	0,00	0,48	OK	0,09	0,15	-2,78
2R	CG5773	-	-	CG5773	CG5773	TSS13809	2R:13930408-13931249	-	-	3,22	0,94	5,50	OK	5,69	4,45	2,15
2R	CG5770	-	-	CG5770	CG5770	TSS8836	2R:13931550-13932565	-	-	0,00	0,00	0,00	OK	0,00	0,00	Ошибка:512
2R	CG5767	-	-	CG5767	CG5767	TSS4568	2R:13933902-13934989	-	-	0,00	0,00	0,00	OK	0,00	0,00	Ошибка:512
2R	CG34005	-	-	CG34005	CG34005	TSS5628	2R:13935616-13936417	-	-	1,80	0,00	4,28	OK	0,00	0,90	-0,15
2R	CG14495	-	-	CG14495	CG14495	TSS9178	2R:13936308-13937230	-	-	0,00	0,00	0,00	OK	0,00	0,00	Ошибка:512
2R	Muc55B	-	-	Muc55B	Muc55B	TSS2211	2R:13937730-13939610	-	-	1,24	0,23	2,26	OK	0,98	1,11	0,15
2R	CG10911	-	-	CG10911	CG10911	TSS5381	2R:13940051-13941569	-	-	0,00	0,00	0,00	OK	0,00	0,00	Ошибка:512
2R	CG10912	-	-	CG10912	CG10912	TSS2452	2R:13943567-13944564	-	-	0,00	0,00	0,00	OK	0,00	0,00	Ошибка:512
2R	CG34386	-	-	CG34386	CG34386	TSS8074	2R:13950208-13981138	-	-	2,67	1,60	3,74	OK	3,18	2,93	1,55
2R	CG5757	-	-	CG5757	CG5757	TSS11594	2R:13981232-13982212	-	-	10,16	6,45	13,88	OK	8,22	9,19	3,20
2R	CG5098	-	-	CG5098	CG5098	TSS17395,TSS4055	2R:13982522-13988618	-	-	39,38	36,45	42,31	OK	43,55	41,46	5,37
2R	CG5756	-	-	CG5756	CG5756	TSS5367	2R:13988554-13995891	-	-	0,00	0,00	0,00	OK	0,00	0,00	Ошибка:512
2R	CG34196	-	-	CG34196	CG34196	TSS7558	2R:13997504-13997744	-	-	0,00	0,00	0,00	OK	0,00	0,00	Ошибка:512
2R	stau	-	-	stau	stau	TSS1045,TSS2425	2R:14005400-14013337	-	-	17,21	15,12	19,31	OK	16,78	17,00	4,09
2R	Spn6	-	-	Spn6	Spn6	TSS6317	2R:14013809-14015715	-	-	3,33	1,80	4,86	OK	5,56	4,45	2,15
2R	Dip3	-	-	Dip3	Dip3	TSS16677	2R:14016004-14017751	-	-	2,62	1,35	3,89	OK	1,44	2,03	1,02
2R	Hsf	-	-	Hsf	Hsf	TSS5960	2R:14017807-14022136	-	-	20,70	17,90	23,51	OK	24,40	22,55	4,50
2R	Pcl	-	-	Pcl	Pcl	TSS14461	2R:14022933-14026947	-	-	19,57	17,41	21,72	OK	20,61	20,09	4,33
2R	pAbp	-	-	pAbp	pAbp	TSS14751,TSS15340,TSS15882,TSS17128,TSS3260,TSS6766	2R:14027582-14033740	-	-	554,75	533,49	576,01	OK	552,46	553,61	9,11
2R	snoRNA:Psi18S-1347a	-	-	snoRNA:Psi18S-1347a	snoRNA:Psi18S-1347a	TSS12910	2R:14030306-14030443	-	-	0,00	0,00	0,00	OK	0,00	0,00	Ошибка:512
2R	snoRNA:Psi18S-1347b	-	-	snoRNA:Psi18S-1347b	snoRNA:Psi18S-1347b	TSS6348	2R:14030504-14030647	-	-	0,00	0,00	0,00	OK	0,00	0,00	Ошибка:512
2R	snoRNA:Psi18S-1347c	-	-	snoRNA:Psi18S-1347c	snoRNA:Psi18S-1347c	TSS7254	2R:14030683-14030829	-	-	0,00	0,00	0,00	OK	0,00	0,00	Ошибка:512
2R	CG17680	-	-	CG17680	CG17680	TSS5154	2R:14034801-14035499	-	-	3,28	0,80	5,77	OK	6,16	4,72	2,24
2R	CG5742	-	-	CG5742	CG5742	TSS8039	2R:14035968-14038892	-	-	2,57	1,65	3,49	OK	2,49	2,53	1,34
2R	adp	-	-	adp	adp	TSS3855	2R:14039208-14041565	-	-	53,53	48,94	58,12	OK	48,73	51,13	5,68
2R	lolal	-	-	lolal	lolal	TSS12617,TSS13220,TSS17007,TSS4408,TSS8924	2R:14042349-14045697	-	-	70,89	61,08	80,71	OK	66,20	68,55	6,10
2R	CG10914	-	-	CG10914	CG10914	TSS145	2R:14045771-14047815	-	-	4,79	3,27	6,30	OK	4,56	4,68	2,23
2R	CG10915	-	-	CG10915	CG10915	TSS5311	2R:14048221-14051719	-	-	4,35	3,21	5,48	OK	4,28	4,31	2,11
2R	Nup75	-	-	Nup75	Nup75	TSS406	2R:14052192-14054634	-	-	16,17	13,32	19,03	OK	16,20	16,19	4,02
2R	CG42518	-	-	CG42518	CG42518	TSS13863	2R:14054731-14055885	-	-	29,02	21,21	36,82	OK	24,43	26,72	4,74
2R	MED9	-	-	MED9	MED9	TSS1259,TSS1262	2R:14054781-14055885	-	-	59,36	49,23	69,50	OK	53,38	56,37	5,82
2R	Dgp-1	-	-	Dgp-1	Dgp-1	TSS16809,TSS17029	2R:14055912-14060112	-	-	57,78	52,74	62,82	OK	59,60	58,69	5,88
2R	CG10916	-	-	CG10916	CG10916	TSS17360	2R:14061175-14062195	-	-	11,51	8,11	14,92	OK	13,91	12,71	3,67
2R	CG5726	-	-	CG5726	CG5726	TSS15236	2R:14062782-14067674	-	-	10,57	8,89	12,24	OK	8,86	9,71	3,28
2R	nopo	-	-	nopo	nopo	TSS14577	2R:14068000-14070024	-	-	7,51	5,25	9,78	OK	8,77	8,14	3,03
2R	CG5721	-	-	CG5721	CG5721	TSS1528	2R:14069933-14071618	-	-	50,54	44,51	56,56	OK	59,91	55,22	5,79
2R	CG33958	-	-	CG33958	CG33958	TSS11408	2R:14071885-14080341	-	-	0,75	0,10	1,39	OK	0,44	0,59	-0,76
2R	CG14500	-	-	CG14500	CG14500	TSS13588	2R:14076483-14077159	-	-	0,00	0,00	0,00	OK	0,45	0,23	-2,14
2R	CG30114	-	-	CG30114	CG30114	TSS13670	2R:14095259-14096483	-	-	5,08	2,81	7,35	OK	4,03	4,56	2,19
2R	fj	-	-	fj	fj	TSS6755	2R:14120267-14123816	-	-	0,53	0,18	0,89	OK	0,22	0,38	-1,40
2R	Ote	-	-	Ote	Ote	TSS4975	2R:14163111-14164698	-	-	10,09	7,58	12,60	OK	9,53	9,81	3,29
2R	pen-2	-	-	pen-2	pen-2	TSS53	2R:14165030-14165658	-	-	59,74	44,34	75,13	OK	24,17	41,96	5,39
2R	sbb	-	-	sbb	sbb	TSS10183,TSS10184,TSS12987,TSS4185	2R:14166569-14244766	-	-	10,13	8,72	11,54	OK	14,24	12,18	3,61
2R	CG14502	-	-	CG14502	CG14502	TSS13610,TSS17557,TSS6279	2R:14176592-14182217	-	-	0,00	0,00	0,00	OK	0,00	0,00	Ошибка:512
2R	CG18536	-	-	CG18536	CG18536	TSS13607,TSS16504	2R:14176596-14183163	-	-	2,14	0,00	4,76	OK	2,48	2,31	1,21
2R	CG18537	-	-	CG18537	CG18537	TSS11044	2R:14183449-14184138	-	-	0,00	0,00	0,00	OK	0,00	0,00	Ошибка:512
2R	CG18538	-	-	CG18538	CG18538	TSS8220	2R:14184574-14185256	-	-	0,00	0,00	0,00	OK	0,00	0,00	Ошибка:512
2R	CG18539	-	-	CG18539	CG18539	TSS15101	2R:14185682-14186506	-	-	21,63	14,44	28,81	OK	7,60	14,61	3,87
2R	CG18540	-	-	CG18540	CG18540	TSS16596	2R:14186962-14187539	-	-	0,84	0,00	2,52	OK	0,00	0,42	-1,25
2R	CG14505	-	-	CG14505	CG14505	TSS9062	2R:14190449-14191482	-	-	65,73	56,62	74,84	OK	64,91	65,32	6,03
2R	Tango8	-	-	Tango8	Tango8	TSS828	2R:14199326-14199503	-	-	0,00	0,00	0,00	OK	0,00	0,00	Ошибка:512
2R	CG42736	-	-	CG42736	CG42736	TSS5545	2R:14264991-14265301	-	-	0,00	0,00	0,00	OK	2,09	1,05	0,06
2R	CG42737	-	-	CG42737	CG42737	TSS14774	2R:14269078-14269349	-	-	0,00	0,00	0,00	OK	0,00	0,00	Ошибка:512
2R	IM23	-	-	IM23	IM23	TSS5114	2R:14270208-14270737	-	-	0,00	0,00	0,00	OK	0,00	0,00	Ошибка:512
2R	IM1	-	-	IM1	IM1	TSS17268	2R:14271456-14271883	-	-	7,56	0,00	15,13	OK	7,15	7,36	2,88
2R	CG18107	-	-	CG18107	CG18107	TSS12811	2R:14272069-14272416	-	-	7,47	0,00	18,05	OK	3,56	5,51	2,46
2R	CG15067	-	-	CG15067	CG15067	TSS9210	2R:14272416-14273093	-	-	6,93	1,92	11,95	OK	8,85	7,89	2,98
2R	IM2	-	-	IM2	IM2	TSS15486	2R:14274101-14274535	-	-	20,32	9,05	31,59	OK	7,36	13,84	3,79
2R	IM3	-	-	IM3	IM3	TSS13791	2R:14275624-14275995	-	-	21,46	7,15	35,77	OK	4,51	12,99	3,70
2R	CG16836	-	-	CG16836	CG16836	TSS8757	2R:14276599-14276963	-	-	7,00	0,00	15,07	OK	13,29	10,14	3,34
2R	CG15065	-	-	CG15065	CG15065	TSS10454	2R:14277462-14277752	-	-	8,15	0,00	24,46	OK	0,00	4,08	2,03
2R	CG15068	-	-	CG15068	CG15068	TSS15643	2R:14277846-14278114	-	-	63,11	0,00	126,26	OK	92,97	78,04	6,29
2R	Idgf5	-	-	Idgf5	Idgf5	TSS7788	2R:14281169-14282787	-	-	2,10	0,88	3,31	OK	0,65	1,37	0,46
2R	GstE10	-	-	GstE10	GstE10	TSS17367	2R:14284142-14285031	-	-	0,37	0,00	1,11	OK	0,35	0,36	-1,48
2R	GstE1	-	-	GstE1	GstE1	TSS12923	2R:14285897-14286728	-	-	46,13	38,06	54,19	OK	50,02	48,07	5,59
2R	GstE2	-	-	GstE2	GstE2	TSS13785	2R:14286997-14287880	-	-	4,80	2,02	7,58	OK	3,72	4,26	2,09
2R	GstE3	-	-	GstE3	GstE3	TSS10243	2R:14288221-14288972	-	-	27,31	20,15	34,47	OK	28,63	27,97	4,81
2R	GstE4	-	-	GstE4	GstE4	TSS14883	2R:14290779-14291591	-	-	0,84	0,00	2,03	OK	0,00	0,42	-1,25
2R	GstE5	-	-	GstE5	GstE5	TSS3512	2R:14292124-14292843	-	-	5,16	1,83	8,50	OK	6,78	5,97	2,58
2R	GstE6	-	-	GstE6	GstE6	TSS12835	2R:14293517-14294266	-	-	13,09	8,15	18,04	OK	13,99	13,54	3,76
2R	GstE7	-	-	GstE7	GstE7	TSS12823	2R:14294424-14295193	-	-	5,40	2,27	8,52	OK	2,95	4,17	2,06
2R	GstE8	-	-	GstE8	GstE8	TSS13669	2R:14295338-14296067	-	-	61,30	50,35	72,25	OK	62,01	61,65	5,95
2R	GstE9	-	-	GstE9	GstE9	TSS11732	2R:14296515-14297340	-	-	7,38	3,91	10,85	OK	6,55	6,97	2,80
2R	imd	-	-	imd	imd	TSS16237	2R:14297295-14299024	-	-	10,64	7,71	13,57	OK	9,57	10,11	3,34
2R	Dp1	-	-	Dp1	Dp1	TSS13593,TSS14765,TSS6110	2R:14299510-14308629	-	-	17,76	15,94	19,59	OK	19,58	18,67	4,22
2R	CG5174	-	-	CG5174	CG5174	TSS11871,TSS1873,TSS4341	2R:14308914-14313726	-	-	80,24	67,95	92,53	OK	105,08	92,66	6,53
2R	CG12263	-	-	CG12263	CG12263	TSS5268	2R:14313934-14317838	-	-	15,79	13,49	18,09	OK	16,75	16,27	4,02
2R	CG30118	-	-	CG30118	CG30118	TSS16242	2R:14318030-14327986	-	-	14,95	12,34	17,57	OK	14,71	14,83	3,89
2R	slim	-	-	slim	slim	TSS17985	2R:14328461-14333037	-	-	125,51	117,24	133,77	OK	126,08	125,80	6,97
2R	CG30120	-	-	CG30120	CG30120	TSS15434	2R:14334074-14336925	-	-	9,72	4,83	14,60	OK	6,54	8,13	3,02
2R	Prp19	-	-	Prp19	Prp19	TSS9344	2R:14334859-14338545	-	-	4,64	3,05	6,24	OK	5,05	4,85	2,28
2R	CG5190	-	-	CG5190	CG5190	TSS2785	2R:14338772-14340241	-	-	15,80	12,55	19,05	OK	15,79	15,79	3,98
2R	CG17669	-	-	CG17669	CG17669	TSS17378	2R:14340241-14341967	-	-	99,58	91,78	107,38	OK	97,65	98,62	6,62
2R	CG30116	-	-	CG30116	CG30116	TSS14784,TSS8663	2R:14344466-14385516	-	-	3,46	2,74	4,17	OK	4,52	3,99	2,00
2R	CG5224	-	-	CG5224	CG5224	TSS15470	2R:14391114-14392349	-	-	4,20	1,49	6,91	OK	5,15	4,67	2,22
2R	CG42510	-	-	CG42510	CG42510	TSS12658	2R:14402080-14412922	-	-	2,71	1,88	3,54	OK	3,24	2,97	1,57
2R	CG10924	-	-	CG10924	CG10924	TSS6466,TSS7766	2R:14414936-14423263	-	-	0,49	0,04	0,94	OK	0,22	0,35	-1,50
2R	Pepck	-	-	Pepck	Pepck	TSS10508	2R:14424271-14426924	-	-	19,27	16,43	22,12	OK	19,35	19,31	4,27
2R	Rgk2	-	-	Rgk2	Rgk2	TSS4545	2R:14427089-14436472	-	-	0,58	0,23	0,93	OK	0,59	0,58	-0,78
2R	CG30115	-	-	CG30115	CG30115	TSS3543	2R:14441623-14499260	-	-	2,83	2,19	3,48	OK	3,38	3,11	1,64
2R	CG42697	-	-	CG42697	CG42697	TSS5655	2R:14499148-14500235	-	-	65,46	53,59	77,33	OK	59,83	62,64	5,97
2R	CG10927	-	-	CG10927	CG10927	TSS16877	2R:14500586-14501759	-	-	1,06	0,02	2,09	OK	1,58	1,32	0,40
2R	mRpS28	-	-	mRpS28	mRpS28	TSS5973	2R:14501714-14502521	-	-	8,78	4,46	13,11	OK	10,54	9,66	3,27
2R	CG5323	-	-	CG5323	CG5323	TSS15583	2R:14502586-14503504	-	-	38,82	30,87	46,76	OK	33,38	36,10	5,17
2R	CG5327	-	-	CG5327	CG5327	TSS11679	2R:14503492-14505823	-	-	101,60	93,03	110,17	OK	95,45	98,53	6,62
2R	CG5493	-	-	CG5493	CG5493	TSS5961	2R:14504198-14505517	-	-	0,00	0,00	0,00	OK	0,00	0,00	Ошибка:512
2R	Atg7	-	-	Atg7	Atg7	TSS16408	2R:14507960-14512553	-	-	14,41	11,61	17,21	OK	14,91	14,66	3,87
2R	CG5335	-	-	CG5335	CG5335	TSS9894	2R:14509049-14510475	-	-	2,75	1,09	4,40	OK	2,34	2,54	1,35
2R	sec6	-	-	sec6	sec6	TSS9709	2R:14512771-14515249	-	-	12,37	10,18	14,56	OK	9,54	10,96	3,45
2R	Eip55E	-	-	Eip55E	Eip55E	TSS14027	2R:14515398-14516784	-	-	12,63	9,38	15,88	OK	12,05	12,34	3,63
2R	CG5482	-	-	CG5482	CG5482	TSS13224	2R:14517419-14519403	-	-	205,67	194,37	216,96	OK	216,49	211,08	7,72
2R	CG30122	-	-	CG30122	CG30122	TSS17157,TSS5134	2R:14519832-14526773	-	-	40,92	38,12	43,72	OK	44,12	42,52	5,41
2R	CG33724	-	-	CG33724	CG33724	TSS9484	2R:14527698-14528307	-	-	0,00	0,00	0,00	OK	0,00	0,00	Ошибка:512
2R	SP2637	-	-	SP2637	SP2637	TSS1236,TSS7944	2R:14528475-14545706	-	-	16,57	12,91	20,22	OK	16,99	16,78	4,07
2R	CG42306	-	-	CG42306	CG42306	TSS10525,TSS169,TSS5882	2R:14545919-14549053	-	-	186,25	174,71	197,78	OK	176,11	181,18	7,50
2R	CG33136	-	-	CG33136	CG33136	TSS11290	2R:14552466-14553250	-	-	145,01	126,70	163,31	OK	168,44	156,72	7,29
2R	edl	-	-	edl	edl	TSS7438	2R:14555025-14561037	-	-	2,01	0,71	3,31	OK	1,32	1,66	0,74
2R	CG15086	-	-	CG15086	CG15086	TSS4065	2R:14566184-14574280	-	-	370,52	353,77	387,28	OK	365,10	367,81	8,52
2R	CG42855	-	-	CG42855	CG42855	TSS9689	2R:14574876-14576146	-	-	770,30	724,00	816,59	OK	783,61	776,95	9,60
2R	CG15072	-	-	CG15072	CG15072	TSS15223,TSS15787,TSS3678	2R:14575636-14593310	-	-	0,00	0,00	0,00	OK	0,00	0,00	Ошибка:512
2R	CG15071	-	-	CG15071	CG15071	TSS3913	2R:14584138-14584759	-	-	5,24	1,86	8,62	OK	5,42	5,33	2,41
2R	CG15073	-	-	CG15073	CG15073	TSS2589	2R:14593486-14595728	-	-	8,94	6,88	11,00	OK	7,31	8,13	3,02
2R	CG15087	-	-	CG15087	CG15087	TSS8098	2R:14595651-14598365	-	-	11,85	9,46	14,24	OK	12,08	11,96	3,58
2R	pncr016:2R	-	-	pncr016:2R	pncr016:2R	TSS11683	2R:14598895-14599457	-	-	0,00	0,00	0,00	OK	1,03	0,51	-0,96
2R	Hs3st-A	-	-	Hs3st-A	Hs3st-A	TSS11471	2R:14605633-14642026	-	-	15,73	14,03	17,43	OK	14,02	14,87	3,89
2R	CG15088	-	-	CG15088	CG15088	TSS8283	2R:14615327-14617763	-	-	0,17	0,00	0,78	OK	0,32	0,25	-2,02
2R	CG33998	-	-	CG33998	CG33998	TSS454	2R:14625996-14626648	-	-	9,41	4,39	14,43	OK	3,56	6,49	2,70
2R	CG30121	-	-	CG30121	CG30121	TSS4174	2R:14626631-14629163	-	-	0,37	0,00	0,86	OK	0,57	0,47	-1,10
2R	CG18609	-	-	CG18609	CG18609	TSS14868	2R:14630021-14631121	-	-	10,44	6,06	14,82	OK	9,73	10,08	3,33
2R	CG17821	-	-	CG17821	CG17821	TSS10693	2R:14631310-14632501	-	-	69,03	58,86	79,19	OK	57,03	63,03	5,98
